0.0,0.0,0.0,0.0,irrelevant
0.0,20.0,0.0,0.0,irrelevant
0.0,0.0,10.0,0.0,irrelevant
0.0,0.0,20.0,0.0,irrelevant
0.0,0.0,30.0,0.0,irrelevant
0.0,0.0,0.0,5.0,irrelevant
0.0,0.0,0.0,10.0,irrelevant
0.0,0.0,0.0,15.0,irrelevant
0.0,0.0,0.0,20.0,irrelevant
0.0,0.0,0.0,25.0,irrelevant
0.0,0.0,0.0,30.0,irrelevant
50.0,0.0,0.0,0.0,irrelevant
50.0,0.0,0.0,0.0,irrelevant
50.0,0.0,0.0,5.0,irrelevant
50.0,0.0,0.0,10.0,irrelevant
50.0,0.0,0.0,15.0,irrelevant
50.0,0.0,0.0,20.0,irrelevant
50.0,0.0,0.0,25.0,irrelevant
0.0,0.0,10.0,5.0,irrelevant
0.0,0.0,10.0,10.0,irrelevant
0.0,0.0,10.0,20.0,irrelevant
0.0,0.0,10.0,25.0,irrelevant
0.0,20.0,0.0,5.0,irrelevant
0.0,20.0,0.0,10.0,irrelevant
0.0,20.0,0.0,15.0,irrelevant
0.0,20.0,0.0,20.0,irrelevant
0.0,20.0,0.0,25.0,irrelevant
50.0,20.0,0.0,0.0,low
50.0,20.0,0.0,5.0,low
50.0,20.0,0.0,10.0,low
50.0,20.0,0.0,15.0,low
50.0,20.0,0.0,20.0,low
50.0,20.0,0.0,25.0,low
50.0,20.0,10.0,0.0,low
50.0,20.0,10.0,5.0,low
50.0,20.0,10.0,10.0,low
50.0,20.0,10.0,15.0,low
50.0,20.0,10.0,25.0,low
50.0,20.0,20.0,0.0,low
50.0,20.0,20.0,5.0,low
50.0,20.0,20.0,10.0,low
50.0,20.0,20.0,15.0,low
50.0,20.0,20.0,25.0,low
50.0,20.0,30.0,0.0,low
50.0,20.0,30.0,5.0,low
50.0,20.0,30.0,10.0,low
50.0,20.0,30.0,15.0,low
50.0,20.0,30.0,25.0,low
100.0,20.0,0.0,0.0,low
100.0,20.0,0.0,5.0,low
100.0,20.0,0.0,10.0,low
100.0,20.0,0.0,15.0,low
100.0,20.0,0.0,20.0,low
100.0,20.0,0.0,25.0,low
100.0,20.0,10.0,0.0,low
100.0,20.0,10.0,5.0,low
100.0,20.0,10.0,10.0,low
100.0,20.0,10.0,15.0,low
100.0,20.0,10.0,25.0,low
100.0,20.0,20.0,0.0,low
100.0,20.0,20.0,5.0,low
100.0,20.0,20.0,10.0,low
100.0,20.0,20.0,15.0,low
100.0,20.0,20.0,25.0,low
100.0,20.0,30.0,0.0,low
100.0,20.0,30.0,5.0,low
100.0,20.0,30.0,10.0,low
100.0,20.0,30.0,15.0,low
100.0,20.0,30.0,25.0,low
150.0,40.0,0.0,0.0,average
150.0,40.0,0.0,5.0,average
150.0,40.0,0.0,10.0,average
150.0,40.0,0.0,15.0,average
150.0,40.0,0.0,20.0,average
150.0,40.0,0.0,25.0,average
150.0,40.0,10.0,0.0,average
150.0,40.0,10.0,5.0,average
150.0,40.0,10.0,10.0,average
150.0,40.0,10.0,15.0,average
150.0,40.0,10.0,25.0,average
150.0,40.0,20.0,0.0,average
150.0,40.0,20.0,5.0,average
150.0,40.0,20.0,10.0,average
150.0,40.0,20.0,15.0,average
150.0,40.0,20.0,25.0,average
150.0,40.0,30.0,0.0,average
150.0,40.0,30.0,5.0,average
150.0,40.0,30.0,10.0,average
150.0,40.0,30.0,15.0,average
150.0,40.0,30.0,25.0,average
150.0,40.0,40.0,30.0,average
150.0,40.0,40.0,35.0,average
150.0,40.0,40.0,40.0,average
150.0,40.0,40.0,45.0,average
150.0,40.0,40.0,50.0,average
150.0,40.0,40.0,55.0,average
150.0,40.0,50.0,30.0,average
150.0,40.0,50.0,35.0,average
150.0,40.0,50.0,40.0,average
150.0,40.0,50.0,45.0,average
150.0,40.0,50.0,55.0,average
150.0,40.0,60.0,30.0,average
150.0,40.0,60.0,35.0,average
150.0,40.0,60.0,40.0,average
150.0,40.0,60.0,45.0,average
150.0,40.0,60.0,50.0,average
150.0,60.0,0.0,0.0,average
150.0,60.0,0.0,5.0,average
150.0,60.0,0.0,10.0,average
150.0,60.0,0.0,15.0,average
150.0,60.0,0.0,20.0,average
150.0,60.0,0.0,25.0,average
150.0,60.0,10.0,0.0,average
150.0,60.0,10.0,5.0,average
150.0,60.0,10.0,10.0,average
150.0,60.0,10.0,15.0,average
150.0,60.0,10.0,25.0,average
150.0,60.0,20.0,0.0,average
150.0,60.0,20.0,5.0,average
150.0,60.0,20.0,10.0,average
150.0,60.0,20.0,15.0,average
150.0,60.0,20.0,25.0,average
150.0,60.0,30.0,0.0,average
150.0,60.0,30.0,5.0,average
150.0,60.0,30.0,10.0,average
150.0,60.0,30.0,15.0,average
150.0,60.0,30.0,25.0,average
200.0,40.0,0.0,0.0,average
200.0,40.0,0.0,5.0,average
200.0,40.0,0.0,10.0,average
200.0,40.0,0.0,15.0,average
200.0,40.0,0.0,20.0,average
200.0,40.0,0.0,25.0,average
200.0,40.0,10.0,0.0,average
200.0,40.0,10.0,5.0,average
200.0,40.0,10.0,10.0,average
200.0,40.0,10.0,15.0,average
200.0,40.0,10.0,25.0,average
200.0,40.0,20.0,0.0,average
200.0,40.0,20.0,5.0,average
200.0,40.0,20.0,10.0,average
200.0,40.0,20.0,15.0,average
200.0,40.0,20.0,25.0,average
200.0,40.0,30.0,0.0,average
200.0,40.0,30.0,5.0,average
200.0,40.0,30.0,10.0,average
200.0,40.0,30.0,15.0,average
200.0,40.0,30.0,25.0,average
200.0,40.0,40.0,30.0,average
200.0,40.0,40.0,35.0,average
200.0,40.0,40.0,40.0,average
200.0,40.0,40.0,45.0,average
200.0,40.0,40.0,50.0,average
200.0,40.0,40.0,55.0,average
200.0,40.0,50.0,30.0,average
200.0,40.0,50.0,35.0,average
200.0,40.0,50.0,40.0,average
200.0,40.0,50.0,45.0,average
200.0,40.0,50.0,55.0,average
200.0,40.0,60.0,30.0,average
200.0,40.0,60.0,35.0,average
200.0,40.0,60.0,40.0,average
200.0,40.0,60.0,45.0,average
200.0,40.0,60.0,50.0,average
200.0,60.0,0.0,0.0,average
200.0,60.0,0.0,5.0,average
200.0,60.0,0.0,10.0,average
200.0,60.0,0.0,15.0,average
200.0,60.0,0.0,20.0,average
200.0,60.0,0.0,25.0,average
200.0,60.0,10.0,0.0,average
200.0,60.0,10.0,5.0,average
200.0,60.0,10.0,10.0,average
200.0,60.0,10.0,15.0,average
200.0,60.0,10.0,25.0,average
